Gene_ID,Uniprot_ID,Gene_symbol,Aproved_gene_name,ENS_Gene_id,Ortho_Age,Paralog_status,Haplosufficiency_Rank,Disease_Association,Family_Root,Family_ID,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,control.category,Degree,Eccentricity,MDS,NeighborhoodConnectivity,Radiality,Stress,TopologicalCoefficient,VIP_type
10553,HTAI2_HUMAN,HTATIP2,HTATIP2,ENSG00000109854,796,Singleton,53.47,None,Singleton,0,2.9344818,3.82E-06,0.34077567,0.09090909,intermittent,12,5,FALSE,284.5833333,0.75818977,70646,0.09504685,Multi
10554,PLCA_HUMAN,AGPAT1,AGPAT1,ENSG00000204310,413,Ohnolog,16.78,None,LECA,9960,2.72275632,1.47E-05,0.36727488,0.1047619,intermittent,15,5,FALSE,609.9333333,0.78465546,427502,0.1023274,NA
10555,PLCB_HUMAN,AGPAT2,AGPAT2,ENSG00000169692,435,Ohnolog,74.8,None,LECA,9960,2.96471242,1.57E-05,0.33730084,0.01098901,intermittent,14,6,FALSE,209.3571429,0.75441095,120784,0.07665441,NA
10556,RPP30_HUMAN,RPP30,RPP30,ENSG00000148688,796,Singleton,26.31,None,Singleton,0,2.7005835,3.00E-05,0.37029035,0.18393235,intermittent,44,5,FALSE,371.5681818,0.78742706,599092,0.06103544,Multi
10557,RPP38_HUMAN,RPP38,RPP38,ENSG00000152464,435,Singleton,84.07,None,Singleton,0,2.70641845,4.62E-05,0.36949201,0.13063973,intermittent,55,6,FALSE,234.3272727,0.78669769,775732,0.03959063,NA
10558,SPTC1_HUMAN,SPTLC1,SPTLC1,ENSG00000090054,796,SSD,40.02,None,LECA,357,2.6856349,9.83E-05,0.37235143,0.09388336,intermittent,38,5,FALSE,355.5789474,0.78929564,1314122,0.05629153,Multi
10559,S35A1_HUMAN,SLC35A1,SLC35A1,ENSG00000164414,796,SSD,23.12,None,LECA,2149,3.12208947,4.00E-07,0.32029832,0.1,intermittent,5,6,FALSE,208.2,0.73473882,4046,0.21054767,NA
10560,S19A2_HUMAN,SLC19A2,SLC19A2,ENSG00000117479,615,Ohnolog,50.55,Recessive,Vertebrata,479,2.92914699,3.15E-05,0.34139632,0.09195402,intermittent,30,6,FALSE,135.6666667,0.75885663,421640,0.04594931,RNA
10561,IFI44_HUMAN,IFI44,IFI44,ENSG00000137965,105,SSD,89.98,None,Chordata,6002,3.14659628,2.25E-06,0.31780372,0.16666667,intermittent,4,6,FALSE,355,0.73167547,26250,0.27695313,NA
10562,OLFM4_HUMAN,OLFM4,OLFM4,ENSG00000102837,615,SSD,69.74,None,LECA,426,2.90169492,7.15E-05,0.34462617,0.00711238,intermittent,38,6,FALSE,100.0526316,0.76228814,522570,0.03031058,NA
10563,CXL13_HUMAN,CXCL13,CXCL13,ENSG00000156234,311,SSD,97.1,None,Gnathostomata,1264,3.11842178,2.85E-05,0.32067503,0.11111111,intermittent,10,6,FALSE,113.1,0.73519728,314706,0.10932039,DNA
10564,BIG2_HUMAN,ARFGEF2,ARFGEF2,ENSG00000124198,435,Ohnolog,27.35,None,LECA,179,2.74748541,8.42E-05,0.36396918,0.04787234,intermittent,48,6,FALSE,187.9583333,0.78156432,1043270,0.03506867,RNA
10565,BIG1_HUMAN,ARFGEF1,ARFGEF1,ENSG00000066777,615,Ohnolog,10.12,None,LECA,179,2.79510975,3.61E-05,0.3577677,0.07486631,intermittent,34,5,FALSE,236.1764706,0.77561128,549178,0.05162341,RNA
10566,AKAP3_HUMAN,AKAP3,AKAP3,ENSG00000111254,311,SSD,72.88,None,Gnathostomata,359,3.02622951,5.03E-05,0.3304442,0.15555556,intermittent,10,6,FALSE,203.3,0.74672131,446502,0.10523045,NA
10567,PRAF1_HUMAN,RABAC1,RABAC1,ENSG00000105404,796,Singleton,48.64,None,Singleton,0,2.817616,0.000242,0.35490997,0.03109959,intermittent,74,5,FALSE,91.77027027,0.772798,2514330,0.02256584,Multi
10568,NPT2B_HUMAN,SLC34A2,SLC34A2,ENSG00000157765,796,Ohnolog,70.96,Recessive,Vertebrata,5098,3.22439567,2.86E-06,0.31013564,0.02197802,intermittent,14,6,FALSE,43.92857143,0.72195054,27264,0.08217687,NA
10569,SLU7_HUMAN,SLU7,SLU7,ENSG00000164609,796,Singleton,17.82,None,Singleton,0,2.66157266,1.84E-05,0.37571772,0.14390244,intermittent,41,5,FALSE,343.7317073,0.79230342,462544,0.05118501,RNA
10570,DPYL4_HUMAN,DPYSL4,DPYSL4,ENSG00000151640,615,Ohnolog,67.4,None,Bilateria,994,2.9113087,1.00E-05,0.34348814,0.11666667,intermittent,25,5,FALSE,158.56,0.76108641,137036,0.05180628,NA
10572,SIVA_HUMAN,SIVA1,SIVA1,ENSG00000184990,435,Singleton,67.32,None,Singleton,0,2.70614059,7.87E-05,0.36952995,0.06554622,intermittent,35,6,FALSE,279.1142857,0.78673243,959496,0.0471344,DNA
10573,RM28_HUMAN,MRPL28,MRPL28,ENSG00000086504,796,Singleton,67.62,None,Singleton,0,2.65301473,0.000161,0.37692968,0.22734116,intermittent,82,5,FALSE,247.3414634,0.79337316,2705536,0.03643263,DNA
10574,TCPH_HUMAN,CCT7,CCT7,ENSG00000135624,796,SSD,15.17,None,LECA,3514,2.36204501,0.000898,0.42336196,0.09524931,intermittent,277,5,FALSE,261.234657,0.82974437,17382954,0.02288437,Multi
10575,TCPD_HUMAN,CCT4,CCT4,ENSG00000115484,796,SSD,5.4,None,LECA,3514,2.36654626,0.000415,0.42255671,0.12611952,intermittent,251,5,FALSE,300.0557769,0.82918172,12261160,0.0264343,Multi
10576,TCPB_HUMAN,CCT2,CCT2,ENSG00000166226,796,SSD,4.82,None,LECA,3514,2.35304251,0.0010964,0.4249817,0.10189302,intermittent,327,5,FALSE,269.8837921,0.83086969,22826612,0.02347117,Multi
10577,NPC2_HUMAN,NPC2,NPC2,ENSG00000119655,796,Singleton,61.93,None,Singleton,0,2.96171159,3.56E-05,0.3376426,0.01538462,intermittent,26,6,FALSE,126.2307692,0.75478605,369754,0.05313294,Multi
10578,GNLY_HUMAN,GNLY,GNLY,ENSG00000115523,67,Singleton,97.84,None,Singleton,0,3.00055571,2.60E-07,0.3332716,0,redundant,2,6,FALSE,1370,0.74993054,24612,0.5314441,NA
10579,TACC2_HUMAN,TACC2,TACC2,ENSG00000138162,105,Ohnolog,58.85,None,Vertebrata,292,2.72825785,5.25E-06,0.36653427,0.16450216,intermittent,22,6,FALSE,447.0454546,0.78396777,105878,0.07820505,DNA
10580,SRBS1_HUMAN,SORBS1,SORBS1,ENSG00000095637,435,Ohnolog,13.33,None,LECA,1686,2.77927202,3.14E-05,0.35980645,0.12891986,intermittent,42,5,FALSE,217.2857143,0.777591,402620,0.045927,RNA
10581,IFM2_HUMAN,IFITM2,IFITM2,ENSG00000185201,311,SSD,90.96,None,Gnathostomata,6511,3.19166435,3.00E-08,0.31331615,0,intermittent,3,6,FALSE,306,0.72604196,778,0.34269663,NA
10584,COL10_HUMAN,COLEC10,COLEC10,ENSG00000184374,435,SSD,36.64,None,LECA,3845,3.22439567,3.69E-06,0.31013564,0,intermittent,13,6,FALSE,39.92307692,0.72195054,37650,0.08406712,NA
10585,POMT1_HUMAN,POMT1,POMT1,ENSG00000130714,796,SSD,59.69,None,LECA,205,2.98193943,6.16E-05,0.33535222,0.02673797,intermittent,34,5,FALSE,94.20588235,0.75225757,546600,0.03779987,NA
10586,MB212_HUMAN,MAB21L2,MAB21L2,ENSG00000181541,615,Ohnolog,6.2,Both,Bilateria,7262,2.90819672,1.17E-05,0.34385569,0.08571429,intermittent,15,5,FALSE,268.7333333,0.76147541,158970,0.08044391,NA
10587,TRXR2_HUMAN,TXNRD2,TXNRD2,ENSG00000184470,796,SSD,72.21,None,Opisthokonta,1589,3.06985274,2.09E-06,0.32574852,0.05494505,intermittent,14,6,FALSE,128.2857143,0.74126841,23542,0.08362141,NA
10588,MTHFS_HUMAN,MTHFS,MTHFS,ENSG00000136371,796,SSD,65.37,None,Opisthokonta,5040,3.21211448,1.70E-07,0.31132141,0.1,intermittent,5,6,FALSE,133,0.72348569,2188,0.24204753,NA
10589,NC2A_HUMAN,DRAP1,DRAP1,ENSG00000175550,796,SSD,50.88,None,LECA,791,2.78010558,4.67E-05,0.35969857,0.04920635,intermittent,36,5,FALSE,189.0555556,0.7774868,572176,0.03916315,DNA
10590,SEGN_HUMAN,SCGN,SCGN,ENSG00000079689,796,Ohnolog,76.3,None,LECA,1223,3.05495971,5.33E-06,0.32733656,0.00865801,intermittent,22,6,FALSE,73.95454545,0.74313004,60864,0.05617232,NA
10591,"RCL_HUMAN,DNPH1_HUMAN",DNPH1,DNPH1,ENSG00000112667,615,Singleton,44.86,None,Singleton,0,3.33748263,9.80E-07,0.29962703,0.16666667,intermittent,4,6,FALSE,166.75,0.70781467,7342,0.29793907,NA
10592,SMC2_HUMAN,SMC2,SMC2,ENSG00000136824,796,SSD,4.9,None,LECA,983,2.52581273,0.000173,0.39591217,0.11483516,intermittent,105,5,FALSE,331.2,0.80927341,3335320,0.03752226,Multi
10594,PRP8_HUMAN,PRPF8,PRPF8,ENSG00000174231,796,Singleton,4.91,None,Singleton,0,2.26073909,0.00136979,0.44233322,0.11256545,intermittent,573,5,FALSE,230.2338569,0.84240761,29111046,0.01788712,Multi
10597,NA,TRAPPC2B,TRAPPC2B,ENSG00000256060,796,SSD,79.5,None,LECA,9528,3.08580161,2.50E-07,0.3240649,0,intermittent,5,6,FALSE,304.2,0.7392748,5676,0.20597826,NA
10598,AHSA1_HUMAN,AHSA1,AHSA1,ENSG00000100591,615,Ohnolog,15.98,None,Singleton,0,2.4488469,0.000146,0.40835546,0.15303777,intermittent,175,5,FALSE,291.1428571,0.81889414,3281664,0.02908987,Multi
10599,SO1B1_HUMAN,SLCO1B1,SLCO1B1,ENSG00000134538,413,Ohnolog,83.33,None,Bilateria,1354,3.1666574,6.40E-07,0.3157904,0,intermittent,9,6,FALSE,78.44444444,0.72916782,8626,0.12176799,NA
10600,UBP16_HUMAN,,,ENSG00000156256,615,Ohnolog,50.03,None,LECA,438,2.80755765,3.41E-05,0.35618147,0.10344828,intermittent,29,5,FALSE,271.5172414,0.77405529,468994,0.06216855,NA
10602,BORG2_HUMAN,CDC42EP3,CDC42EP3,ENSG00000163171,615,SSD,34.48,None,LECA,4774,2.92936927,4.46E-06,0.34137041,0.12121212,intermittent,12,5,FALSE,293.9166667,0.75882884,81372,0.09992061,NA
10603,SH2B2_HUMAN,SH2B2,SH2B2,ENSG00000160999,435,Ohnolog,68.88,None,Gnathostomata,3129,2.75832176,6.12E-06,0.36253929,0.31076923,intermittent,26,5,FALSE,343.6153846,0.78020978,148422,0.06549828,NA
10605,PAIP1_HUMAN,PAIP1,PAIP1,ENSG00000172239,435,SSD,15.12,None,LECA,4509,2.89380383,8.78E-06,0.34556593,0.15220484,intermittent,38,6,FALSE,186.1578947,0.76327452,156184,0.0587102,Multi
10606,PUR6_HUMAN,PAICS,PAICS,ENSG00000128050,615,Singleton,6.17,None,Singleton,0,2.56576827,3.76E-05,0.38974681,0.13157895,intermittent,77,5,FALSE,410.7012987,0.80427897,1183894,0.05028472,Multi
10607,TBL3_HUMAN,TBL3,TBL3,ENSG00000183751,796,SSD,46.92,None,LECA,11997,2.61572659,6.78E-05,0.38230295,0.22335891,intermittent,69,5,FALSE,380.4927536,0.79803418,1309782,0.05148881,RNA
10608,MAD4_HUMAN,MXD4,MXD4,ENSG00000123933,435,Ohnolog,51.38,None,Bilateria,652,3.21894971,7.90E-07,0.31066034,0.28571429,intermittent,7,6,FALSE,106.7142857,0.72263129,6542,0.16782902,NA
10609,SC65_HUMAN,P3H4,P3H4,ENSG00000141696,435,Ohnolog,54.23,None,Gnathostomata,6479,2.87852181,3.03E-05,0.34740053,0.03666667,intermittent,25,5,FALSE,193.84,0.76518477,355824,0.05410974,DNA
10610,SIA7B_HUMAN,ST6GALNAC2,ST6GALNAC2,ENSG00000070731,615,SSD,78.83,None,Chordata,192,3.32381217,0,0.30085936,0,intermittent,1,6,FALSE,403,0.70952348,0,0,DNA
10611,PDLI5_HUMAN,PDLIM5,PDLIM5,ENSG00000163110,435,Ohnolog,10.4,None,LECA,2776,2.56904696,0.000323,0.38924941,0.08634538,intermittent,84,5,FALSE,282.7619048,0.80386913,4049838,0.03498912,Multi
10612,TRIM3_HUMAN,TRIM3,TRIM3,ENSG00000110171,435,Ohnolog,33.1,None,LECA,1247,2.8821895,3.26E-06,0.34695845,0.11857708,intermittent,23,6,FALSE,221.173913,0.76472631,63426,0.06820988,NA
10613,ERLN1_HUMAN,ERLIN1,ERLIN1,ENSG00000107566,796,Ohnolog,20,None,LECA,2784,2.64140039,5.12E-05,0.37858706,0.14285714,intermittent,50,5,FALSE,355.84,0.79482495,797960,0.05090285,Multi
10614,HEXI1_HUMAN,HEXIM1,HEXIM1,ENSG00000186834,615,SSD,52.63,None,Vertebrata,9747,2.24612392,0.00460065,0.44521141,0.04207436,critical,876,5,TRUE,158.7340183,0.84423451,87450184,0.01240857,RNA
10615,SPAG5_HUMAN,SPAG5,SPAG5,ENSG00000076382,311,SSD,39.56,None,LECA,1110,2.78038344,0.000191,0.35966262,0.03056426,intermittent,88,5,FALSE,105.1818182,0.77745207,2326280,0.0225078,Multi
10616,HOIL1_HUMAN,RBCK1,RBCK1,ENSG00000125826,615,SSD,52.09,None,Bilateria,246,2.58171714,0.000109,0.3873391,0.13048856,intermittent,99,5,FALSE,191.7979798,0.80228536,1645616,0.02436821,DNA
10617,STABP_HUMAN,STAMBP,STAMBP,ENSG00000124356,796,Ohnolog,42.64,Recessive,LECA,4404,2.75070853,0.000256,0.3635427,0.06905371,intermittent,69,5,FALSE,145.6811594,0.78116143,2915830,0.02889912,NA
10618,TGON2_HUMAN,TGOLN2,TGOLN2,ENSG00000152291,43,Singleton,97.82,None,Singleton,0,2.71186441,0.000189,0.36875,0.01942894,intermittent,137,5,FALSE,101.2262774,0.78601695,2406236,0.01815301,RNA
10620,ARI3B_HUMAN,ARID3B,ARID3B,ENSG00000179361,615,Ohnolog,41.95,None,Bilateria,3645,2.76882467,2.07E-05,0.36116407,0.07936508,intermittent,28,5,FALSE,300.5357143,0.77889692,371364,0.05920238,NA
10621,RPC6_HUMAN,POLR3F,POLR3F,ENSG00000132664,796,Singleton,14.48,None,Singleton,0,2.86740761,3.49E-05,0.34874707,0.13371266,intermittent,38,5,FALSE,131.2368421,0.76657405,332610,0.03769354,RNA
10622,RPC7_HUMAN,POLR3G,POLR3G,ENSG00000113356,96,Ohnolog,38.97,None,Singleton,0,3.26829675,1.20E-07,0.30596977,0.80555556,intermittent,9,6,FALSE,63.77777778,0.71646291,1258,0.17007407,NA
10623,RPC3_HUMAN,POLR3C,POLR3C,ENSG00000186141,796,Singleton,23.38,None,Singleton,0,2.86813004,2.71E-05,0.34865923,0.17487685,intermittent,29,6,FALSE,166.0344828,0.76648375,257008,0.04536063,NA
10625,NS1BP_HUMAN,IVNS1ABP,IVNS1ABP,ENSG00000116679,351,SSD,19.32,None,LECA,24,2.54442901,6.42E-05,0.39301548,0.16496425,intermittent,89,5,FALSE,293.9662921,0.80694637,1508650,0.03450318,RNA
10626,TRI16_HUMAN,TRIM16,TRIM16,ENSG00000221926,435,SSD,73.69,None,LECA,1247,2.76549041,2.22E-05,0.36159952,0.12315271,intermittent,29,5,FALSE,276.6896552,0.7793137,400040,0.05441005,NA
10627,ML12A_HUMAN,MYL12A,MYL12A,ENSG00000101608,615,Ohnolog,29.4,None,LECA,2045,2.5515421,4.61E-05,0.39191985,0.14418914,intermittent,78,5,FALSE,403.2948718,0.80605724,1625842,0.04807998,Multi
10628,TXNIP_HUMAN,TXNIP,TXNIP,ENSG00000265972,435,Ohnolog,17.61,None,Opisthokonta,2563,2.63223118,4.39E-05,0.37990584,0.09713228,intermittent,47,5,FALSE,298.9574468,0.7959711,701822,0.0420947,Multi
10629,TAF6L_HUMAN,TAF6L,TAF6L,ENSG00000162227,615,SSD,47.39,None,LECA,2667,2.68752431,2.91E-05,0.37208966,0.25506073,intermittent,39,5,FALSE,316.4871795,0.78905946,532518,0.05072705,DNA
10630,PDPN_HUMAN,PDPN,PDPN,ENSG00000162493,96,Singleton,83.14,None,Singleton,0,3.70280634,1.10E-07,0.27006543,0,intermittent,2,6,FALSE,33.5,0.66214921,1486,0.5,RNA
10631,POSTN_HUMAN,POSTN,POSTN,ENSG00000133110,435,Ohnolog,10.91,None,LECA,4070,3.22884134,1.68E-06,0.30970862,0.2,intermittent,6,6,FALSE,105.6666667,0.72139483,22272,0.17325645,NA
10632,ATP5L_HUMAN,ATP5MG,ATP5MG,ENSG00000167283,615,SSD,NA,None,Simiiformes,9496,2.72442345,3.55E-05,0.36705014,0.22537112,intermittent,39,6,FALSE,296.0512821,0.78444707,642824,0.05230606,Multi
10633,RSLAA_HUMAN,RASL10A,RASL10A,ENSG00000100276,158,SSD,61.21,None,LECA,114,3.28068908,1.60E-07,0.30481401,0.2,intermittent,5,6,FALSE,84.4,0.71491386,1378,0.21538462,NA
10634,GA2L1_HUMAN,GAS2L1,GAS2L1,ENSG00000185340,351,Ohnolog,72.8,None,LECA,795,2.97188108,6.07E-06,0.33648722,0.05128205,intermittent,27,6,FALSE,121.8148148,0.75351487,79058,0.05607732,NA
10635,R51A1_HUMAN,RAD51AP1,RAD51AP1,ENSG00000111247,435,SSD,57.71,None,Gnathostomata,878,2.89013615,1.08E-05,0.34600446,0.06617647,intermittent,17,6,FALSE,251.1764706,0.76373298,130562,0.07281611,NA
10636,RGS14_HUMAN,RGS14,RGS14,ENSG00000169220,413,SSD,61.08,None,LECA,1107,2.80716866,2.89E-05,0.35623082,0.07368421,intermittent,20,5,FALSE,302.5,0.77410392,314068,0.06627907,DNA
10637,LFTY1_HUMAN,LEFTY1,LEFTY1,ENSG00000243709,615,SSD,73.22,None,Bilateria,1646,3.31330925,6.25E-06,0.30181306,0,intermittent,3,6,FALSE,110.3333333,0.71083634,83436,0.33641026,NA
10640,EXOC5_HUMAN,EXOC5,EXOC5,ENSG00000070367,796,Singleton,5.97,None,Singleton,0,2.68519033,9.92E-05,0.37241308,0.07565392,intermittent,71,5,FALSE,181.056338,0.78935121,1256352,0.02904209,DNA
10641,NPRL2_HUMAN,NPRL2,NPRL2,ENSG00000114388,796,Singleton,16.39,Dominant,Singleton,0,2.76949153,4.89E-05,0.36107711,0.14370748,intermittent,49,6,FALSE,214,0.77881356,676758,0.0438537,NA
10642,IF2B1_HUMAN,IGF2BP1,IGF2BP1,ENSG00000159217,311,Ohnolog,5.79,None,LECA,1025,2.42411781,0.000181,0.4125212,0.14139725,intermittent,208,6,FALSE,297.125,0.82198527,6192544,0.02850074,Multi
10643,IF2B3_HUMAN,IGF2BP3,IGF2BP3,ENSG00000136231,96,Ohnolog,7.18,None,LECA,1025,2.44984718,0.000174,0.40818873,0.15717783,intermittent,179,5,FALSE,290.5195531,0.8187691,5480286,0.02894552,Multi
10644,IF2B2_HUMAN,IGF2BP2,IGF2BP2,ENSG00000073792,615,Ohnolog,12.11,Dominant,LECA,1025,2.54859683,4.60E-05,0.39237277,0.11542857,intermittent,126,5,FALSE,291.3412698,0.8064254,2208186,0.0344701,Multi
10645,KKCC2_HUMAN,CAMKK2,CAMKK2,ENSG00000110931,311,Ohnolog,38.95,None,LECA,43,2.67224229,2.20E-05,0.37421756,0.13109244,intermittent,35,5,FALSE,337.6285714,0.79096971,459502,0.05178626,NA
10647,SG1D2_HUMAN,SCGB1D2,SCGB1D2,ENSG00000124935,96,SSD,99.95,None,Simiiformes,4471,3.32859128,3.65E-06,0.30042739,0.04444444,intermittent,10,6,FALSE,44.7,0.70892609,24142,0.10328638,NA
10648,SG1D1_HUMAN,SCGB1D1,SCGB1D1,ENSG00000168515,96,SSD,99.99,None,Simiiformes,4471,2.9760489,0.000123,0.33601598,0.0086072,intermittent,72,6,FALSE,40.55555556,0.75299389,1309040,0.02153415,NA
10650,"SLMO1_HUMAN,PLD3A_HUMAN",PRELID3A,PRELID3A,ENSG00000141391,796,Ohnolog,NA,None,Opisthokonta,2003,3.14081689,6.20E-07,0.31838851,0,intermittent,3,6,FALSE,332,0.73239789,7162,0.34732424,NA
10651,MTX2_HUMAN,MTX2,MTX2,ENSG00000128654,796,SSD,5.2,None,Bilateria,4814,2.76993609,2.28E-05,0.36101916,0.16733871,intermittent,32,6,FALSE,248.8125,0.77875799,296242,0.05017144,Multi
10652,YKT6_HUMAN,YKT6,YKT6,ENSG00000106636,796,SSD,39.83,None,LECA,539,2.8925257,2.63E-05,0.34571862,0.0997151,intermittent,27,5,FALSE,162,0.76343429,274574,0.05050084,DNA
10653,SPIT2_HUMAN,SPINT2,SPINT2,ENSG00000167642,615,SSD,75.99,None,Bilateria,31,2.70647402,0.000278,0.36948443,0.00679579,intermittent,109,6,FALSE,88.52293578,0.78669075,2552648,0.01537612,DNA
10654,PMVK_HUMAN,PMVK,PMVK,ENSG00000163344,796,Singleton,54.24,Dominant,Singleton,0,2.8277855,2.28E-05,0.35363361,0.0320197,intermittent,29,5,FALSE,203.5862069,0.77152681,256082,0.04852305,RNA
10655,DMRT2_HUMAN,DMRT2,DMRT2,ENSG00000173253,435,SSD,53.86,None,Bilateria,714,3.83512087,0,0.26074798,0,redundant,1,7,FALSE,135,0.64560989,0,0,NA
10656,KHDR3_HUMAN,KHDRBS3,KHDRBS3,ENSG00000131773,615,Ohnolog,10.52,None,LECA,3257,2.82406224,1.77E-05,0.35409984,0.11627907,intermittent,44,5,FALSE,191.2272727,0.77199222,300250,0.04703236,RNA
10657,KHDR1_HUMAN,KHDRBS1,KHDRBS1,ENSG00000121774,615,Ohnolog,11.95,None,LECA,3257,2.42634065,0.000427,0.41214328,0.12063103,intermittent,172,5,FALSE,327.4593023,0.82170742,7980340,0.0315645,Multi
10658,CELF1_HUMAN,CELF1,CELF1,ENSG00000149187,413,Ohnolog,4,None,LECA,532,2.57982773,3.48E-05,0.38762278,0.07494824,intermittent,70,5,FALSE,283.7142857,0.80252153,928832,0.03530186,RNA
10659,CELF2_HUMAN,CELF2,CELF2,ENSG00000048740,615,Ohnolog,1.73,None,LECA,532,2.763601,2.04E-05,0.36184674,0.09486166,intermittent,23,5,FALSE,345.7826087,0.77954987,327426,0.0663396,NA
10660,LBX1_HUMAN,LBX1,LBX1,ENSG00000138136,413,Ohnolog,1.88,None,LECA,6040,3.71869964,0,0.2689112,0,intermittent,1,7,FALSE,69,0.66016255,0,0,NA
10661,KLF1_HUMAN,KLF1,KLF1,ENSG00000105610,311,SSD,65.9,None,LECA,820,2.95998889,7.10E-07,0.33783911,0.39166667,intermittent,16,6,FALSE,274.8125,0.75500139,16822,0.11758883,NA
10663,CXCR6_HUMAN,CXCR6,CXCR6,ENSG00000172215,413,SSD,70.98,None,Bilateria,3292,3.79988886,0,0.26316559,0,intermittent,1,6,FALSE,15,0.65001389,0,0,NA
10664,CTCF_HUMAN,CTCF,CTCF,ENSG00000102974,615,Ohnolog,2.59,None,LECA,703,2.56993609,9.84E-05,0.38911473,0.15481887,intermittent,77,5,FALSE,340.2077922,0.80375799,1826558,0.04174363,RNA
10665,CF010_HUMAN,TSBP1,TSBP1,ENSG00000204296,43,Singleton,NA,None,Singleton,0,3.36826896,0,0.2968884,0,redundant,1,6,FALSE,524,0.70396638,0,0,NA
10666,CD226_HUMAN,CD226,CD226,ENSG00000150637,311,SSD,85.1,None,Bilateria,1002,3.29563768,3.03E-06,0.30343141,0.2,intermittent,5,6,FALSE,110.4,0.71304529,25080,0.21113244,NA
10667,SYFM_HUMAN,FARS2,FARS2,ENSG00000145982,796,SSD,44.7,None,LECA,6976,2.70714087,6.44E-05,0.36939341,0.06367347,intermittent,50,6,FALSE,258.98,0.78660739,1271784,0.04354703,DNA
10668,CGRF1_HUMAN,CGRRF1,CGRRF1,ENSG00000100532,615,Singleton,48.1,None,Singleton,0,3.03817727,0.000161,0.32914472,0.01008403,intermittent,35,5,FALSE,55.57142857,0.74522784,1429518,0.03474561,DNA
10670,RRAGA_HUMAN,RRAGA,RRAGA,ENSG00000155876,796,SSD,35.01,None,LECA,368,2.99744373,1.54E-05,0.33361761,0.12948718,intermittent,40,6,FALSE,67.275,0.75031953,207282,0.03909621,DNA
10671,DCTN6_HUMAN,DCTN6,DCTN6,ENSG00000104671,796,Singleton,37.19,None,Singleton,0,2.82139483,3.60E-05,0.35443462,0.18083671,intermittent,39,5,FALSE,151.2564103,0.77232565,345492,0.0360663,NA
10672,GNA13_HUMAN,GNA13,GNA13,ENSG00000120063,413,Ohnolog,24.48,None,LECA,662,2.59455404,0.000278,0.38542269,0.05134576,intermittent,70,5,FALSE,246.6,0.80068074,3288104,0.03200557,NA
10673,TN13B_HUMAN,TNFSF13B,TNFSF13B,ENSG00000102524,435,SSD,31.43,None,Chordata,2191,2.8890803,9.67E-05,0.34613091,0.01714286,intermittent,50,5,FALSE,88.72,0.76386496,700466,0.02615796,NA
10675,CSPG5_HUMAN,CSPG5,CSPG5,ENSG00000114646,435,Singleton,43.08,None,Singleton,0,3.23695471,7.00E-07,0.30893234,0.04761905,intermittent,7,6,FALSE,88.14285714,0.72038066,7038,0.14843561,NA
10677,AVIL_HUMAN,AVIL,AVIL,ENSG00000135407,615,Ohnolog,49.04,None,LECA,133,3,9.60E-06,0.33333333,0.01851852,intermittent,28,6,FALSE,91.03571429,0.75,101054,0.04959991,NA
10678,B3GN2_HUMAN,B3GNT2,B3GNT2,ENSG00000170340,615,SSD,36.11,None,LECA,7944,2.9913865,0.000135,0.33429315,0.0172043,intermittent,31,6,FALSE,81.64516129,0.75107669,1175116,0.04046336,NA
10681,GBB5_HUMAN,GNB5,GNB5,ENSG00000069966,796,SSD,33.18,None,LECA,895,2.70947485,0.000146,0.36907521,0.06423034,intermittent,43,6,FALSE,235.8372093,0.78631564,1390564,0.03988343,DNA
10682,EBP_HUMAN,EBP,EBP,ENSG00000147155,615,SSD,58.58,None,LECA,4277,2.60027785,0.000147,0.38457429,0.03535354,intermittent,45,5,FALSE,314.6666667,0.79996527,2253060,0.04109267,Multi
10686,CLD16_HUMAN,CLDN16,CLDN16,ENSG00000113946,435,SSD,61.68,Recessive,Chordata,279,3.02178383,5.12E-06,0.33093036,0,intermittent,3,6,FALSE,778.3333333,0.74727702,34318,0.33592625,NA
10687,PNMA2_HUMAN,PNMA2,PNMA2,ENSG00000240694,105,SSD,76.19,None,LECA,9231,2.85084746,7.55E-05,0.35077289,0.03510204,intermittent,50,6,FALSE,125.28,0.76864407,1005962,0.03485491,NA
10688,NA,CRSP5,CRSP5,NA,NA,NA,NA,NA,NA,NA,3.64629064,0,0.27425131,0,intermittent,1,6,FALSE,77,0.66921367,0,0,NA
10690,FUT9_HUMAN,FUT9,FUT9,ENSG00000172461,435,SSD,17.18,None,LECA,4973,3.1580439,2.77E-06,0.31665171,0,intermittent,8,6,FALSE,107.875,0.73024451,26244,0.1329291,NA
10691,GMEB1_HUMAN,GMEB1,GMEB1,ENSG00000162419,435,SSD,20.12,None,Vertebrata,2020,2.90619617,1.56E-05,0.3440924,0.12,intermittent,25,6,FALSE,189.76,0.76172548,201854,0.05988001,RNA
10692,OPSX_HUMAN,RRH,RRH,ENSG00000180245,615,Ohnolog,50.51,None,Bilateria,589,3.50697416,0,0.2851461,0,redundant,1,6,FALSE,190,0.68662823,0,0,NA
10693,TCPW_HUMAN,CCT6B,CCT6B,ENSG00000132141,796,SSD,40.2,None,LECA,3514,2.75682134,0.000103,0.3627366,0.09802632,intermittent,96,5,FALSE,123.7604167,0.78039733,1641920,0.02428783,DNA
